6934207617464944996,http://rss.cnn.com/rss/cnn_world.rss
8082284193325009370,http://feeds.skynews.com/feeds/rss/home.xml
5586433513566129058,http://feeds.reuters.com/Reuters/PoliticsNews  
1754880725613234814, http://rss.cnn.com/rss/cnn_world.rss
2803116204483103530,http://feeds.reuters.com/Reuters/PoliticsNews
8193624796016430231,http://feeds.mashable.com/Mashable
4668489014143831211,	http://feeds.bbci.co.uk/news/rss.xml
6512097874187994918,	http://feeds.reuters.com/Reuters/worldNews
2657570990957022313,	http://feeds.bbci.co.uk/news/business/rss.xml
7186306966845213025,http://feeds.bbci.co.uk/news/business/rss.xml
775483982165263937,http://feeds.bbci.co.uk/news/rss.xml
7155951111118933381,http://feeds.foxnews.com/foxnews/scitech 
2930118847684626971,https://spectrum.ieee.org/rss/blog/tech-talk/fulltext
1409046532344464305,http://syndication.eonline.com/syndication/feeds/rssfeeds/topstories.xml
